CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,RESERVCD,OWNCD,OWNGRPCD,ADFORCD,FORTYPCD,FLDTYPCD,MAPDEN,STDAGE,STDSZCD,FLDSZCD,SITECLCD,SICOND,SIBASE,SISP,STDORGCD,STDORGSP,PROP_BASIS,CONDPROP_UNADJ,MICRPROP_UNADJ,SUBPPROP_UNADJ,MACRPROP_UNADJ,SLOPE,ASPECT,PHYSCLCD,GSSTKCD,ALSTKCD,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,TRTCD1,TRTYR1,TRTCD2,TRTYR2,TRTCD3,TRTYR3,PRESNFCD,BALIVE,FLDAGE,ALSTK,GSSTK,FORTYPCDCALC,HABTYPCD1,HABTYPCD1_PUB_CD,HABTYPCD1_DESCR_PUB_CD,HABTYPCD2,HABTYPCD2_PUB_CD,HABTYPCD2_DESCR_PUB_CD,MIXEDCONFCD,VOL_LOC_GRP,SITECLCDEST,SITETREE_TREE,SITECL_METHOD,CARBON_DOWN_DEAD,CARBON_LITTER,CARBON_SOIL_ORG,CARBON_UNDERSTORY_AG,CARBON_UNDERSTORY_BG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,SOIL_ROOTING_DEPTH_PNW,GROUND_LAND_CLASS_PNW,PLANT_STOCKABILITY_FACTOR_PNW,STND_COND_CD_PNWRS,STND_STRUC_CD_PNWRS,STUMP_CD_PNWRS,FIRE_SRS,GRAZING_SRS,HARVEST_TYPE1_SRS,HARVEST_TYPE2_SRS,HARVEST_TYPE3_SRS,LAND_USE_SRS,OPERABILITY_SRS,STAND_STRUCTURE_SRS,NF_COND_STATUS_CD,NF_COND_NONSAMPLE_REASN_CD,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,OWNSUBCD,INDUSTRIALCD_FIADB,RESERVCD_5,ADMIN_WITHDRAWN_CD,CHAINING_CD,LAND_COVER_CLASS_CD_RET,AFFORESTATION_CD,PREV_AFFORESTATION_CD,DWM_FUELBED_TYPCD,NVCS_PRIMARY_CLASS,NVCS_LEVEL_1_CD,NVCS_LEVEL_2_CD,NVCS_LEVEL_3_CD,NVCS_LEVEL_4_CD,NVCS_LEVEL_5_CD,NVCS_LEVEL_6_CD,NVCS_LEVEL_7_CD,NVCS_LEVEL_8_CD,AGE_BASIS_CD_PNWRS,COND_STATUS_CHNG_CD_RMRS,CRCOVPCT_RMRS,DOMINANT_SPECIES1_PNWRS,DOMINANT_SPECIES2_PNWRS,DOMINANT_SPECIES3_PNWRS,DSTRBCD1_P2A,DSTRBCD2_P2A,DSTRBCD3_P2A,DSTRBYR1_P2A,DSTRBYR2_P2A,DSTRBYR3_P2A,FLDTYPCD_30,FOREST_COMMUNITY_PNWRS,LAND_USECD_RMRS,MAICF,PCTBARE_RMRS,QMD_RMRS,RANGETYPCD_RMRS,SDIMAX_RMRS,SDIPCT_RMRS,SDI_RMRS,STAND_STRUCTURE_ME_NERS,TREES_PRESENT_NCRS,TREES_PRESENT_NERS,TRTCD1_P2A,TRTCD2_P2A,TRTCD3_P2A,TRTOPCD,TRTYR1_P2A,TRTYR2_P2A,TRTYR3_P2A,LAND_COVER_CLASS_CD,SIEQN_REF_CD,SICOND_FVS,SIBASE_FVS,SISP_FVS,SIEQN_REF_CD_FVS,MQUADPROP_UNADJ,SOILPROP_UNADJ,FOREST_COND_STATUS_CHANGE_CD
7343396010661,7343395010661,1989,54,2,3,53,1,1,,0,46,40,,520,,,85,1,,6,41,50,,0,,,1.0,1.0,1.0,,28,292,29,2,2,,,,,,,,,,,,,,99.8473,,,,,,,,,,,,,,,,2.626768,4.307565,23.676674,0.736931,0.081881,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343476010661,7343475010661,1989,54,2,3,54,1,1,,0,46,40,,506,,,45,1,,6,54,50,,0,,,1.0,1.0,1.0,,20,315,29,3,2,,,,,,,,,,,,,,79.9208,,,,,,,,,,,,,,,,2.316189,2.816757,23.676674,0.74439,0.08271,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343517010661,7343516010661,1989,54,2,3,55,1,1,,0,46,40,,520,,,65,3,,6,61,50,,0,,,1.0,1.0,1.0,,0,0,29,1,1,,,,,,,,,,,,,,29.6347,,,,,,,,,,,,,,,,1.050002,3.627571,23.676674,0.774468,0.086052,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343548010661,7343547010661,1989,54,2,3,56,1,1,,0,46,40,,802,,,25,2,,4,79,50,,0,,,1.0,1.0,1.0,,6,356,29,3,3,,,,,,,,,,,,,,79.9623,,,,,,,,,,,,,,,,2.558698,7.868408,31.026445,0.713422,0.079269,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343625010661,7343624010661,1989,54,2,3,57,1,1,,0,31,30,,504,,,85,1,,5,68,50,,0,,,1.0,1.0,1.0,,20,156,29,1,1,,,,,,,,,,,,,,78.4918,,,,,,,,,,,,,,,,2.516198,4.307565,23.676674,0.738606,0.082067,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343681010661,7343679010661,1989,54,2,3,58,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-25 00:00:00,2009-10-29 14:13:07,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343695010661,7343694010661,1989,54,2,3,9600,1,4,,0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-25 00:00:00,2010-02-17 13:10:59,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343712010661,7343709010661,1989,54,3,5,7,1,1,,0,46,40,,520,,,65,1,,4,94,50,,0,,,1.0,1.0,1.0,,41,16,29,1,1,,,,,,,,,,,,,,174.9173,,,,,,,,,,,,,,,,5.343605,3.627571,23.676674,0.709987,0.078887,2003-09-25 00:00:00,2009-10-29 14:14:56,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343811010661,7343809010661,1989,54,3,5,12,1,1,,0,46,40,,520,,,45,1,,5,67,50,,0,,,1.0,1.0,1.0,,54,216,29,2,1,,,,,,,,,,,,,,142.3334,,,,,,,,,,,,,,,,3.521066,2.816757,23.676674,0.727236,0.080804,2003-09-25 00:00:00,2009-10-29 14:14:57,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343890010661,7343886010661,1989,54,3,5,16,1,1,,0,46,40,,520,,,25,3,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,3,3,,,,,,,,,,,,,,48.4286,,,,,,,,,,,,,,,,1.705672,1.985866,23.676674,0.778809,0.086534,2003-09-25 00:00:00,2009-10-29 14:14:57,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343934010661,7343932010661,1989,54,3,5,30,1,1,,0,46,40,,999,,,0,5,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,5,5,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.308931,2.141211,44.190456,0.810948,0.090105,2003-09-25 00:00:00,2009-10-29 14:14:57,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343956010661,7343955010661,1989,54,3,5,40,1,1,,0,46,40,,503,,,65,2,,4,92,50,,0,,,1.0,1.0,1.0,,31,147,29,2,2,,,,,,,,,,,,,,68.9252,,,,,,,,,,,,,,,,2.054225,3.627571,23.676674,0.747016,0.083002,2003-09-25 00:00:00,2009-10-29 14:14:57,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212731455020004,247065510010661,2012,54,2,101,720,1,1,,0,46,40,,801,801,1,79,1,3,4,78,50,318,0,,SUBP,1.0,1.0,1.0,,43,355,22,3,2,0,,0,,0,,0,,0,,0,,,86.9983,79,64.715,58.9676,801,,,,,,,,S24,6,1,1,4.844738,6.715865,70.117895,0.659206,0.073245,2013-07-22 09:23:51,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,96,96,3102,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,50,318,ACSA53,,,
212731789020004,247065516010661,2012,54,2,101,31,1,1,,0,46,40,,506,520,1,71,1,3,4,91,50,621,0,,SUBP,0.88471,0.968086,0.88471,,31,312,22,3,2,0,,0,,0,,0,,0,,0,,,142.921,71,61.7995,53.8619,506,,,,,,,,S24,6,1,1,8.085824,6.231456,60.31208,0.694538,0.077171,2013-07-22 09:23:51,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,88,88,3284,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,50,621,LITU09,,,
212731790020004,247065516010661,2012,54,2,101,31,2,2,,,,,,,,,,,,,,,,,,SUBP,0.11529,0.031914,0.11529,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:51,2026-06-25 08:04:09,7,4,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
212731839020004,247065517010661,2012,54,2,101,314,1,1,,1,11,10,921,905,802,1,51,2,2,5,73,50,621,0,,SUBP,1.0,1.0,1.0,,15,332,22,3,2,0,,0,,0,,0,,0,,0,,,140.6867,51,71.8673,35.2885,905,,,,,,,,S24,6,1,2,7.326878,6.724977,58.788818,0.795144,0.088349,2013-07-22 09:23:51,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,97,97,1539,,,1,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,50,621,LITU09,,,
212732168020004,247065524010661,2012,54,3,25,336,2,2,,,,,,,,,,,,,,,,,,SUBP,0.174878,0.235297,0.174878,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:52,2026-06-25 08:04:09,7,4,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
212732167020004,247065524010661,2012,54,3,25,336,1,1,,0,46,40,,517,809,1,9,1,1,5,77,50,316,0,,SUBP,0.825122,0.764703,0.825122,,35,156,22,4,3,0,,0,,0,,0,,0,,0,,,42.2056,9,35.8886,27.9124,517,,,,,,,,S24,6,1,1,4.872883,6.097801,57.792413,0.749083,0.083231,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,65,90,2215,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,50,316,ACRU02,,,
212732197020004,247065525010661,2012,54,3,67,3068,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:52,2026-06-25 08:04:05,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212732443020004,247065528010661,2012,54,3,25,1936,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:52,2026-06-25 08:04:05,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212732771020004,247065535010661,2012,54,2,77,1613,1,1,,0,46,40,,801,520,1,70,1,3,6,,,,0,,SUBP,0.75,0.75,0.75,,62,230,22,3,3,0,,0,,0,,0,,0,,0,,,71.6341,70,53.4487,49.9902,801,,,,,,,,S24,6,,6,4.057135,4.248117,55.576693,0.668625,0.074292,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,97,97,6356,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212732772020004,247065535010661,2012,54,2,77,1613,2,1,,0,46,40,,801,520,1,10,3,1,6,,,,0,,SUBP,0.25,0.25,0.25,,18,228,22,4,3,0,,0,,0,,0,,0,,0,,,26.5248,10,35.0165,34.2389,801,,,,,,,,S24,6,,6,3.740561,3.329141,55.576693,0.7449,0.082767,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,99,99,5148,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212742835020004,247065544010661,2012,54,2,33,2432,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:52,2026-06-25 08:04:07,7,4,,,,,,,,,,,,,,,,,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
212733317020004,247065548010661,2012,54,2,97,764,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:52,2026-06-25 08:04:06,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212734120020004,247065567010661,2012,54,3,25,736,1,1,,0,46,40,,505,505,1,60,1,3,4,75,50,833,0,,SUBP,1.0,1.0,1.0,,8,295,22,2,2,0,,0,,0,,0,,0,,0,,,157.5493,60,99.9866,99.1176,505,,,,,,,,S24,6,1,1,10.285989,5.624186,62.798473,0.68586,0.076207,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,90,90,2436,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212734359020004,247065573010661,2012,54,3,63,2447,1,1,,0,46,40,,520,503,1,47,1,2,5,64,50,833,0,,SUBP,1.0,1.0,1.0,,41,149,22,2,2,0,,0,,0,,0,,0,,0,,,126.252,47,81.2081,80.0268,520,,,,,,,,S24,6,1,1,7.167069,4.818651,57.746347,0.69955,0.077728,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,90,90,423,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212734435020004,247065575010661,2012,54,3,63,2467,1,1,,0,11,10,808,503,503,1,73,1,3,5,70,50,833,0,,SUBP,1.0,1.0,1.0,,35,134,22,3,3,0,,0,,0,,0,,0,,0,,,76.2534,73,54.6627,53.2878,503,,,,,,,,S24,6,1,1,5.14971,6.615118,60.171313,0.711276,0.079031,2013-07-22 09:23:52,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,95,95,3714,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,50,833,QUER02,,,
212735013020004,247065595010661,2012,54,2,83,1612,1,1,,0,46,40,,520,519,1,14,3,1,4,81,50,316,0,,SUBP,1.0,1.0,1.0,,20,296,22,3,2,60,9999,0,,0,,0,,0,,0,,,24.2281,14,67.1428,59.6749,520,,,,,,,,S24,6,1,1,2.643316,4.651459,64.449459,0.790601,0.087845,2013-07-22 09:23:53,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,90,90,1266,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,50,316,ACRU02,,,
212735289020004,247065601010661,2012,54,2,83,2276,1,1,,0,11,10,921,801,801,1,69,2,2,3,73,50,97,0,,SUBP,0.75,0.75,0.75,,20,38,22,3,3,0,,0,,0,,0,,0,,0,,,91.0743,69,58.6722,36.6455,801,,,,,,,,S24,6,1,2,3.823344,6.669639,65.610757,0.671794,0.074644,2013-07-22 09:23:53,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,98,98,3200,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,50,97,PIRU03,,,
212735290020004,247065601010661,2012,54,2,83,2276,2,1,,0,11,10,921,809,809,1,15,3,1,3,73,50,97,0,,SUBP,0.25,0.25,0.25,,52,40,22,1,1,0,,0,,0,,0,,0,,0,,,3.6143,15,120.0,117.4743,809,,,,,,,,S24,6,1,2,1.926885,5.060218,65.610757,0.876869,0.09743,2013-07-22 09:23:53,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,48,48,5700,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,50,97,PIRU03,,,
212735341020004,247065602010661,2012,54,2,75,632,1,1,,0,46,40,,519,519,1,41,1,3,6,60,50,316,0,,SUBP,1.0,1.0,1.0,,41,288,22,4,3,0,,0,,0,,0,,0,,0,,,103.8279,41,58.9011,32.9557,519,,,,,,,,S24,6,1,2,6.207461,7.44539,61.700688,0.705479,0.078387,2013-07-22 09:23:53,2026-07-06 08:29:01,7,4,,,,,,,,,,,,,,,,,1,95,95,1437,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,50,316,ACRU02,,,
212735623020004,247065609010661,2012,54,2,75,1747,1,1,,0,11,10,921,513,513,1,22,3,1,5,59,50,901,0,,SUBP,0.743073,0.748516,0.743073,,55,15,22,3,3,0,,0,,0,,0,,0,,0,,,57.7322,22,53.2617,49.852,513,,,,,,,,S24,6,2,1,2.823063,5.526617,62.893922,0.751358,0.083484,2013-07-22 09:23:53,2026-07-06 08:29:02,7,4,,,,,,,,,,,,,,,,,1,99,99,631,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,50,901,ROPS01,,,
212735624020004,247065609010661,2012,54,2,75,1747,2,2,,,,,,,,,,,,,,,,,,SUBP,0.120834,0.001484,0.120834,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:53,2026-06-25 08:04:09,7,4,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
212735625020004,247065609010661,2012,54,2,75,1747,3,1,,0,11,10,921,503,503,1,124,1,3,4,75,50,833,0,,SUBP,0.136093,0.25,0.136093,,50,19,22,1,1,0,,0,,0,,0,,0,,0,,,181.8078,124,110.4288,106.3644,505,,,,,,,,S24,6,1,1,11.014267,6.03972,62.893922,0.724498,0.0805,2013-07-22 09:23:53,2026-07-06 08:29:02,7,4,,,,,,,,,,,,,,,,,1,97,97,778,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212742855020004,247065614010661,2012,54,3,63,2307,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:53,2026-06-25 08:04:05,7,4,,,,,,,,,,,,,,,,,11,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
212735793020004,247065617010661,2012,54,2,93,424,1,1,,0,11,10,921,504,506,1,97,1,3,4,84,50,802,0,,SUBP,1.0,1.0,1.0,,6,3,22,2,2,0,,0,,0,,0,,0,,0,,,177.016,97,73.2835,64.6855,504,,,,,,,,S24,6,1,1,12.343947,5.001552,58.381773,0.811843,0.090205,2013-07-22 09:23:53,2026-07-06 08:29:02,7,4,,,,,,,,,,,,,,,,,1,98,98,603,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,50,802,QUAL02,,,
212735939020004,247065619010661,2012,54,2,83,842,1,1,,0,46,40,,962,801,1,80,1,3,5,74,50,316,0,,SUBP,1.0,1.0,1.0,,0,0,22,3,2,0,,0,,0,,0,,0,,0,,,96.0174,80,63.6401,57.784,962,,,,,,,,S24,6,1,1,7.225114,8.109786,60.574809,0.638758,0.070973,2013-07-22 09:23:53,2026-07-06 08:29:02,7,4,,,,,,,,,,,,,,,,,1,97,97,594,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,50,316,ACRU02,,,
212737021020004,247065644010661,2012,54,2,27,1051,1,1,,0,46,40,,502,502,1,117,1,3,6,58,50,832,0,,SUBP,1.0,1.0,1.0,,14,276,22,2,2,0,,0,,0,,0,,0,,0,,,117.5438,117,63.366,61.5222,502,,,,,,,,S24,6,1,1,5.291188,4.484255,58.018099,0.710155,0.078906,2013-07-22 09:23:53,2026-07-06 08:29:02,7,4,,,,,,,,,,,,,,,,,1,84,84,762,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,50,832,QUPR01,,,
212737082020004,247065646010661,2012,54,2,57,1826,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:23:54,2026-06-25 08:04:10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212736290020004,247065626010661,2012,54,2,23,24,1,1,,0,46,40,,801,801,1,88,2,3,5,61,50,318,0,,SUBP,0.580413,0.5,0.580413,,24,57,22,2,1,0,,0,,0,,0,,0,,0,,,166.8808,88,103.3751,98.2959,801,,,,,,,,S24,6,1,1,9.366329,6.614477,59.594641,0.625808,0.069534,2013-07-22 09:24:02,2026-07-06 08:29:04,7,4,,,,,,,,,,,,,,,,,1,90,90,4991,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,50,318,ACSA53,,,
212736291020004,247065626010661,2012,54,2,23,24,2,2,,,,,,,,,,,,,,,,,,SUBP,0.419587,0.5,0.419587,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:24:02,2026-06-25 08:04:07,7,4,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
212736895020004,247065641010661,2012,54,2,57,2063,1,1,,0,46,40,,503,503,1,108,1,3,5,75,50,802,0,,SUBP,1.0,1.0,1.0,,17,173,22,2,2,0,,0,,0,,0,,0,,0,,,144.6084,108,81.4626,76.5389,503,,,,,,,,S24,6,1,1,10.13613,6.486061,48.627172,0.68624,0.076249,2013-07-22 09:24:02,2026-07-06 08:29:04,7,4,,,,,,,,,,,,,,,,,1,88,88,6018,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,50,802,QUAL02,,,
212736954020004,247065642010661,2012,54,2,23,1416,1,1,,0,46,40,,805,520,1,62,1,2,6,,,,0,,SUBP,1.0,1.0,1.0,,22,326,22,4,3,0,,0,,0,,0,,0,,0,,,51.5893,62,36.4617,19.9476,805,,,,,,,,S24,6,,6,1.960815,4.550348,51.076118,0.708803,0.078756,2013-07-22 09:24:02,2026-07-06 08:29:04,7,4,,,,,,,,,,,,,,,,,1,50,50,285,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212737120020004,247065648010661,2012,54,2,31,150,1,2,,,,,,,,,,,,,,,,,,SUBP,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,S24,,,,,,,,,2013-07-22 09:24:02,2026-06-25 08:04:09,7,4,,,,,,,,,,,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
